Chr	width	gene_id	gene_name	gene_type	type	GENEID
chr8	7018	ENSMUSG00000089820	Gm15775	lncRNA	gene	ENSMUSG00000089820
chr8	70610	ENSMUSG00000050751	Pgbd5	protein_coding	gene	ENSMUSG00000050751
chr8	31242	ENSMUSG00000031979	Cog2	protein_coding	gene	ENSMUSG00000031979
chr8	13173	ENSMUSG00000031980	Agt	protein_coding	gene	ENSMUSG00000031980
chr8	42621	ENSMUSG00000031981	Capn9	protein_coding	gene	ENSMUSG00000031981
chr8	27614	ENSMUSG00000031983	2310022B05Rik	protein_coding	gene	ENSMUSG00000031983
chr8	50652	ENSMUSG00000037300	Ttc13	protein_coding	gene	ENSMUSG00000037300
chr8	11985	ENSMUSG00000031982	Arv1	protein_coding	gene	ENSMUSG00000031982
chr8	11576	ENSMUSG00000043068	Fam89a	protein_coding	gene	ENSMUSG00000043068
chr8	41622	ENSMUSG00000036913	Trim67	protein_coding	gene	ENSMUSG00000036913
chr8	26176	ENSMUSG00000031984	2810004N23Rik	protein_coding	gene	ENSMUSG00000031984
chr8	27025	ENSMUSG00000031985	Gnpat	protein_coding	gene	ENSMUSG00000031985
chr8	4598	ENSMUSG00000074030	Exoc8	protein_coding	gene	ENSMUSG00000074030
chr8	8276	ENSMUSG00000031986	Sprtn	protein_coding	gene	ENSMUSG00000031986
chr8	2237	ENSMUSG00000110706	Gm45709	lncRNA	gene	ENSMUSG00000110706
chr8	40738	ENSMUSG00000031987	Egln1	protein_coding	gene	ENSMUSG00000031987
chr8	21196	ENSMUSG00000056820	Tsnax	protein_coding	gene	ENSMUSG00000056820
chr8	207664	ENSMUSG00000043051	Disc1	protein_coding	gene	ENSMUSG00000043051
chr8	2924	ENSMUSG00000086694	Gm16237	lncRNA	gene	ENSMUSG00000086694
chr8	2543	ENSMUSG00000120810	Gm30713	lncRNA	gene	ENSMUSG00000120810
chr8	151746	ENSMUSG00000001995	Sipa1l2	protein_coding	gene	ENSMUSG00000001995
chr8	40974	ENSMUSG00000110629	4930567H12Rik	lncRNA	gene	ENSMUSG00000110629
chr8	3542	ENSMUSG00000050930	Map10	protein_coding	gene	ENSMUSG00000050930
chr8	10800	ENSMUSG00000120908	Gm39283	lncRNA	gene	ENSMUSG00000120908
chr8	18273	ENSMUSG00000031851	Ntpcr	protein_coding	gene	ENSMUSG00000031851
chr8	146810	ENSMUSG00000060212	Pcnx2	protein_coding	gene	ENSMUSG00000060212
chr8	10231	ENSMUSG00000100812	A730098A19Rik	lncRNA	gene	ENSMUSG00000100812
chr8	36991	ENSMUSG00000031853	Map3k21	protein_coding	gene	ENSMUSG00000031853
chr8	4411	ENSMUSG00000120218	Gm42056	lncRNA	gene	ENSMUSG00000120218
chr8	35516	ENSMUSG00000033998	Kcnk1	protein_coding	gene	ENSMUSG00000033998
chr8	17561	ENSMUSG00000110698	Gm45875	lncRNA	gene	ENSMUSG00000110698
chr8	256984	ENSMUSG00000057060	Slc35f3	protein_coding	gene	ENSMUSG00000057060
chr8	2919	ENSMUSG00000051671	Coa6	protein_coding	gene	ENSMUSG00000051671
chr8	49737	ENSMUSG00000090290	Tarbp1	protein_coding	gene	ENSMUSG00000090290
chr8	24019	ENSMUSG00000097060	Gm26759	lncRNA	gene	ENSMUSG00000097060
chr8	5691	ENSMUSG00000051495	Irf2bp2	protein_coding	gene	ENSMUSG00000051495
chr8	451	ENSMUSG00000120025	Gm56824	lncRNA	gene	ENSMUSG00000120025
chr8	1219	ENSMUSG00000120101	Gm56842	lncRNA	gene	ENSMUSG00000120101
chr8	2764	ENSMUSG00000110626	Gm45805	lncRNA	gene	ENSMUSG00000110626
chr8	95588	ENSMUSG00000110697	Gm31718	lncRNA	gene	ENSMUSG00000110697
chr8	12241	ENSMUSG00000110498	A630001O12Rik	lncRNA	gene	ENSMUSG00000110498
chr8	15178	ENSMUSG00000093904	Tomm20	protein_coding	gene	ENSMUSG00000093904
chr8	23900	ENSMUSG00000033931	Rbm34	protein_coding	gene	ENSMUSG00000033931
chr8	1478	ENSMUSG00000120645	Gm29688	lncRNA	gene	ENSMUSG00000120645
chr8	548125	ENSMUSG00000025812	Pard3	protein_coding	gene	ENSMUSG00000025812
chr8	6368	ENSMUSG00000120963	Gm53207	lncRNA	gene	ENSMUSG00000120963
chr8	144760	ENSMUSG00000025810	Nrp1	protein_coding	gene	ENSMUSG00000025810
chr8	534	ENSMUSG00000121092	Gm56862	lncRNA	gene	ENSMUSG00000121092
chr8	47547	ENSMUSG00000025809	Itgb1	protein_coding	gene	ENSMUSG00000025809
chr8	331283	ENSMUSG00000025808	Ccdc7a	protein_coding	gene	ENSMUSG00000025808
chr8	116599	ENSMUSG00000056018	Ccdc7b	protein_coding	gene	ENSMUSG00000056018
chr8	18053	ENSMUSG00000071302	2610044O15Rik8	protein_coding	gene	ENSMUSG00000071302
chr8	19265	ENSMUSG00000110605	Gm32856	lncRNA	gene	ENSMUSG00000110605
chr9	65953	ENSMUSG00000042360	4930433N12Rik	lncRNA	gene	ENSMUSG00000042360
chr9	15337	ENSMUSG00000110491	Gm31138	lncRNA	gene	ENSMUSG00000110491
chr9	56015	ENSMUSG00000025899	Alkbh8	protein_coding	gene	ENSMUSG00000025899
chr9	75645	ENSMUSG00000025898	Cwf19l2	protein_coding	gene	ENSMUSG00000025898
chr9	361959	ENSMUSG00000041624	Gucy1a2	protein_coding	gene	ENSMUSG00000041624
chr9	14679	ENSMUSG00000025894	Aasdhppt	protein_coding	gene	ENSMUSG00000025894
chr9	21900	ENSMUSG00000025893	Kbtbd3	protein_coding	gene	ENSMUSG00000025893
chr9	10309	ENSMUSG00000041124	Msantd4	protein_coding	gene	ENSMUSG00000041124
chr9	378339	ENSMUSG00000025892	Gria4	protein_coding	gene	ENSMUSG00000025892
chr9	8783	ENSMUSG00000025888	Casp1	protein_coding	gene	ENSMUSG00000025888
chr9	27956	ENSMUSG00000033538	Casp4	protein_coding	gene	ENSMUSG00000033538
chr9	27603	ENSMUSG00000025887	Casp12	protein_coding	gene	ENSMUSG00000025887
chr9	210267	ENSMUSG00000032006	Pdgfd	protein_coding	gene	ENSMUSG00000032006
chr9	7114	ENSMUSG00000047619	Ddi1	protein_coding	gene	ENSMUSG00000047619
chr9	255944	ENSMUSG00000047193	Dync2h1	protein_coding	gene	ENSMUSG00000047193
chr9	23686	ENSMUSG00000032002	Dcun1d5	protein_coding	gene	ENSMUSG00000032002
chr9	10818	ENSMUSG00000050578	Mmp13	protein_coding	gene	ENSMUSG00000050578
chr9	25119	ENSMUSG00000049723	Mmp12	protein_coding	gene	ENSMUSG00000049723
chr9	19809	ENSMUSG00000041620	Mmp1b	protein_coding	gene	ENSMUSG00000041620
chr9	10154	ENSMUSG00000043613	Mmp3	protein_coding	gene	ENSMUSG00000043613
chr9	12717	ENSMUSG00000043089	Mmp1a	protein_coding	gene	ENSMUSG00000043089
chr9	7889	ENSMUSG00000047562	Mmp10	protein_coding	gene	ENSMUSG00000047562
chr9	10030	ENSMUSG00000005800	Mmp8	protein_coding	gene	ENSMUSG00000005800
chr9	10490	ENSMUSG00000070323	Mmp27	protein_coding	gene	ENSMUSG00000070323
chr9	46749	ENSMUSG00000018620	Mmp20	protein_coding	gene	ENSMUSG00000018620
chr9	26203	ENSMUSG00000086381	AV064505	lncRNA	gene	ENSMUSG00000086381
chr9	7496	ENSMUSG00000018623	Mmp7	protein_coding	gene	ENSMUSG00000018623
chr9	30293	ENSMUSG00000050912	Tmem123	protein_coding	gene	ENSMUSG00000050912
chr9	18838	ENSMUSG00000057367	Birc2	protein_coding	gene	ENSMUSG00000057367
chr9	24488	ENSMUSG00000032000	Birc3	protein_coding	gene	ENSMUSG00000032000
chr9	72598	ENSMUSG00000053110	Yap1	protein_coding	gene	ENSMUSG00000053110
chr9	11167	ENSMUSG00000092185	Gm20416	lncRNA	gene	ENSMUSG00000092185
chr9	4440	ENSMUSG00000110161	Gm45494	lncRNA	gene	ENSMUSG00000110161
chr9	21152	ENSMUSG00000053070	Cfap300	protein_coding	gene	ENSMUSG00000053070
chr9	57834	ENSMUSG00000040729	Cep126	protein_coding	gene	ENSMUSG00000040729
chr9	1843	ENSMUSG00000120273	1700018P22Rik	lncRNA	gene	ENSMUSG00000120273
chr9	136600	ENSMUSG00000031997	Trpc6	protein_coding	gene	ENSMUSG00000031997
chr9	96916	ENSMUSG00000111602	Gm32014	lncRNA	gene	ENSMUSG00000111602
chr9	68779	ENSMUSG00000031870	Pgr	protein_coding	gene	ENSMUSG00000031870
chr9	244777	ENSMUSG00000050730	Arhgap42	protein_coding	gene	ENSMUSG00000050730
chr9	24596	ENSMUSG00000085253	Gm16833	lncRNA	gene	ENSMUSG00000085253
chr9	227571	ENSMUSG00000111061	Gm46102	lncRNA	gene	ENSMUSG00000111061
chr9	19478	ENSMUSG00000111284	Gm47334	lncRNA	gene	ENSMUSG00000111284
chr9	1243885	ENSMUSG00000039488	Cntn5	protein_coding	gene	ENSMUSG00000039488
chr9	3474	ENSMUSG00000109590	Gm32710	lncRNA	gene	ENSMUSG00000109590
chr9	16886	ENSMUSG00000110951	Gm47001	lncRNA	gene	ENSMUSG00000110951
chr9	18896	ENSMUSG00000111691	Gm47002	lncRNA	gene	ENSMUSG00000111691
chr9	67984	ENSMUSG00000111503	Gm47034	lncRNA	gene	ENSMUSG00000111503
chr9	14603	ENSMUSG00000111830	4930568E12Rik	lncRNA	gene	ENSMUSG00000111830
chr9	30986	ENSMUSG00000111285	Gm47051	lncRNA	gene	ENSMUSG00000111285
chr9	3223	ENSMUSG00000079083	Jrkl	protein_coding	gene	ENSMUSG00000079083
chr9	46332	ENSMUSG00000079084	Ccdc82	protein_coding	gene	ENSMUSG00000079084
chr9	322379	ENSMUSG00000031925	Maml2	protein_coding	gene	ENSMUSG00000031925
chr9	2720	ENSMUSG00000090592	Gm17571	protein_coding	gene	ENSMUSG00000090592
chr9	58072	ENSMUSG00000031918	Mtmr2	protein_coding	gene	ENSMUSG00000031918
chr9	19316	ENSMUSG00000031922	Cep57	protein_coding	gene	ENSMUSG00000031922
chr9	27272	ENSMUSG00000037808	Fam76b	protein_coding	gene	ENSMUSG00000037808
chr9	4319	ENSMUSG00000111100	Gm47535	lncRNA	gene	ENSMUSG00000111100
chr9	36534	ENSMUSG00000111871	Gm47557	lncRNA	gene	ENSMUSG00000111871
chr9	28682	ENSMUSG00000111489	1700019J19Rik	lncRNA	gene	ENSMUSG00000111489
chr9	1070	ENSMUSG00000111479	Gm47559	lncRNA	gene	ENSMUSG00000111479
chr9	14101	ENSMUSG00000111803	Gm47564	lncRNA	gene	ENSMUSG00000111803
chr9	1315	ENSMUSG00000111695	Gm47565	lncRNA	gene	ENSMUSG00000111695
chr9	4763	ENSMUSG00000111097	Gm34069	lncRNA	gene	ENSMUSG00000111097
chr9	58035	ENSMUSG00000032009	Sesn3	protein_coding	gene	ENSMUSG00000032009
chr9	7452	ENSMUSG00000111555	Gm47326	lncRNA	gene	ENSMUSG00000111555
chr9	27518	ENSMUSG00000037419	Endod1	protein_coding	gene	ENSMUSG00000037419
chr9	4032	ENSMUSG00000111786	Gm47319	lncRNA	gene	ENSMUSG00000111786
chr9	37935	ENSMUSG00000053914	Kdm4d	protein_coding	gene	ENSMUSG00000053914
chr9	9961	ENSMUSG00000004096	Cwc15	protein_coding	gene	ENSMUSG00000004096
chr9	103091	ENSMUSG00000013076	Amotl1	protein_coding	gene	ENSMUSG00000013076
chr9	2021	ENSMUSG00000111198	Gm34263	lncRNA	gene	ENSMUSG00000111198
chr9	2078	ENSMUSG00000111085	Gm7607	lncRNA	gene	ENSMUSG00000111085
chr9	44511	ENSMUSG00000036912	Piwil4	protein_coding	gene	ENSMUSG00000036912
chr9	14417	ENSMUSG00000074508	Gm10706	lncRNA	gene	ENSMUSG00000074508
chr9	4074	ENSMUSG00000049307	Fut4	protein_coding	gene	ENSMUSG00000049307
chr9	14444	ENSMUSG00000031927	1700012B09Rik	protein_coding	gene	ENSMUSG00000031927
chr9	5239	ENSMUSG00000031931	Ankrd49	protein_coding	gene	ENSMUSG00000031931
chr9	52470	ENSMUSG00000031928	Mre11a	protein_coding	gene	ENSMUSG00000031928
chr9	2223	ENSMUSG00000090023	Gm16302	lncRNA	gene	ENSMUSG00000090023
chr9	10580	ENSMUSG00000031932	Gpr83	protein_coding	gene	ENSMUSG00000031932
chr9	18136	ENSMUSG00000031933	Izumo1r	protein_coding	gene	ENSMUSG00000031933
chr9	28121	ENSMUSG00000110766	Gm47214	lncRNA	gene	ENSMUSG00000110766
chr9	43351	ENSMUSG00000031934	Panx1	protein_coding	gene	ENSMUSG00000031934
chr9	60268	ENSMUSG00000031936	Hephl1	protein_coding	gene	ENSMUSG00000031936
chr9	20372	ENSMUSG00000031937	Vstm5	protein_coding	gene	ENSMUSG00000031937
chr9	19581	ENSMUSG00000031935	Med17	protein_coding	gene	ENSMUSG00000031935
chr9	23112	ENSMUSG00000031938	4931406C07Rik	protein_coding	gene	ENSMUSG00000031938
chr9	10778	ENSMUSG00000031939	Taf1d	protein_coding	gene	ENSMUSG00000031939
chr9	40874	ENSMUSG00000046111	Cep295	protein_coding	gene	ENSMUSG00000046111
chr9	4773	ENSMUSG00000089702	Gm16568	lncRNA	gene	ENSMUSG00000089702
chr9	6059	ENSMUSG00000111763	Gm34973	lncRNA	gene	ENSMUSG00000111763
chr9	51829	ENSMUSG00000058173	Smco4	protein_coding	gene	ENSMUSG00000058173
chr9	68070	ENSMUSG00000039977	Deup1	protein_coding	gene	ENSMUSG00000039977
chr9	21368	ENSMUSG00000111299	4930540M03Rik	lncRNA	gene	ENSMUSG00000111299
chr9	33624	ENSMUSG00000043885	Slc36a4	protein_coding	gene	ENSMUSG00000043885
chr9	50029	ENSMUSG00000050901	Mtnr1b	protein_coding	gene	ENSMUSG00000050901
chr9	591097	ENSMUSG00000074505	Fat3	protein_coding	gene	ENSMUSG00000074505
chr9	25318	ENSMUSG00000001774	Chordc1	protein_coding	gene	ENSMUSG00000001774
chr9	81045	ENSMUSG00000043943	Naalad2	protein_coding	gene	ENSMUSG00000043943
chr9	8760	ENSMUSG00000074502	Ubtfl1	protein_coding	gene	ENSMUSG00000074502
chr9	15663	ENSMUSG00000047508	Mbd3l2	protein_coding	gene	ENSMUSG00000047508
chr9	22694	ENSMUSG00000074500	Zfp558	protein_coding	gene	ENSMUSG00000074500
chr9	6940	ENSMUSG00000038691	Mbd3l1	protein_coding	gene	ENSMUSG00000038691
chr9	179076	ENSMUSG00000109564	Muc16	protein_coding	gene	ENSMUSG00000109564
chr9	12490	ENSMUSG00000054141	Or1m1	protein_coding	gene	ENSMUSG00000054141
chr9	4799	ENSMUSG00000078116	Or7g16	protein_coding	gene	ENSMUSG00000078116
chr9	4148	ENSMUSG00000051414	Or7g17	protein_coding	gene	ENSMUSG00000051414
chr9	3677	ENSMUSG00000062868	Or7g18	protein_coding	gene	ENSMUSG00000062868
chr9	11819	ENSMUSG00000095957	Or7g19	protein_coding	gene	ENSMUSG00000095957
chr9	939	ENSMUSG00000095525	Or7g12	protein_coding	gene	ENSMUSG00000095525
chr9	4936	ENSMUSG00000045204	Or7g20	protein_coding	gene	ENSMUSG00000045204
chr9	5557	ENSMUSG00000059303	Or7g21	protein_coding	gene	ENSMUSG00000059303
chr9	4325	ENSMUSG00000110621	Or7g22	protein_coding	gene	ENSMUSG00000110621
chr9	8906	ENSMUSG00000110519	Or7g23	protein_coding	gene	ENSMUSG00000110519
chr9	9032	ENSMUSG00000048391	Or7g25	protein_coding	gene	ENSMUSG00000048391
chr9	3751	ENSMUSG00000049229	Or7g26	protein_coding	gene	ENSMUSG00000049229
chr9	5262	ENSMUSG00000061614	Or7g27	protein_coding	gene	ENSMUSG00000061614
chr9	6941	ENSMUSG00000058692	Or7g28	protein_coding	gene	ENSMUSG00000058692
chr9	5002	ENSMUSG00000059821	Or7g29	protein_coding	gene	ENSMUSG00000059821
chr9	6658	ENSMUSG00000052182	Or7g30	protein_coding	gene	ENSMUSG00000052182
chr9	948	ENSMUSG00000094535	Or7g31	protein_coding	gene	ENSMUSG00000094535
chr9	9521	ENSMUSG00000052625	Or7g32	protein_coding	gene	ENSMUSG00000052625
chr9	6875	ENSMUSG00000051160	Or7g33	protein_coding	gene	ENSMUSG00000051160
chr9	948	ENSMUSG00000095667	Or7g34	protein_coding	gene	ENSMUSG00000095667
chr9	3414	ENSMUSG00000043087	Or7g35	protein_coding	gene	ENSMUSG00000043087
chr9	27630	ENSMUSG00000057551	Zfp317	protein_coding	gene	ENSMUSG00000057551
chr9	5498	ENSMUSG00000094678	Or7e166	protein_coding	gene	ENSMUSG00000094678
chr9	5051	ENSMUSG00000058659	Or7e165	protein_coding	gene	ENSMUSG00000058659
chr9	12721	ENSMUSG00000095448	Or7e168	protein_coding	gene	ENSMUSG00000095448
chr9	30464	ENSMUSG00000110511	Gm45699	lncRNA	gene	ENSMUSG00000110511
chr9	4592	ENSMUSG00000066905	Or7e169	protein_coding	gene	ENSMUSG00000066905
chr9	5588	ENSMUSG00000063842	Or7e170	protein_coding	gene	ENSMUSG00000063842
chr9	12260	ENSMUSG00000051118	Or7d10	protein_coding	gene	ENSMUSG00000051118
chr9	929	ENSMUSG00000110555	Or7e171-ps1	protein_coding	gene	ENSMUSG00000110555
chr9	1077	ENSMUSG00000050803	Or7e173	protein_coding	gene	ENSMUSG00000050803
chr9	6608	ENSMUSG00000044454	Or7d11	protein_coding	gene	ENSMUSG00000044454
chr9	6129	ENSMUSG00000044106	Or7e174	protein_coding	gene	ENSMUSG00000044106
chr9	9755	ENSMUSG00000058491	Or7e175	protein_coding	gene	ENSMUSG00000058491
chr9	5525	ENSMUSG00000066899	Or8b12i	protein_coding	gene	ENSMUSG00000066899
chr9	1147	ENSMUSG00000061457	Or7h8	protein_coding	gene	ENSMUSG00000061457
chr9	24525	ENSMUSG00000066897	Or7e176	protein_coding	gene	ENSMUSG00000066897
chr9	5228	ENSMUSG00000059623	Or7d9	protein_coding	gene	ENSMUSG00000059623
chr9	5068	ENSMUSG00000049028	Or7e177	protein_coding	gene	ENSMUSG00000049028
chr9	23943	ENSMUSG00000066896	Or7e178	protein_coding	gene	ENSMUSG00000066896
chr9	40042	ENSMUSG00000045519	Zfp560	protein_coding	gene	ENSMUSG00000045519
chr9	31714	ENSMUSG00000063108	Zfp26	protein_coding	gene	ENSMUSG00000063108
chr9	24198	ENSMUSG00000059475	Zfp426	protein_coding	gene	ENSMUSG00000059475
chr9	26350	ENSMUSG00000060510	Zfp266	protein_coding	gene	ENSMUSG00000060510
chr9	24119	ENSMUSG00000058192	Zfp846	protein_coding	gene	ENSMUSG00000058192
chr9	9814	ENSMUSG00000062470	Fbxl12os	lncRNA	gene	ENSMUSG00000062470
chr9	26650	ENSMUSG00000066892	Fbxl12	protein_coding	gene	ENSMUSG00000066892
chr9	4263	ENSMUSG00000084786	Ubl5	protein_coding	gene	ENSMUSG00000084786
chr9	14490	ENSMUSG00000032171	Pin1	protein_coding	gene	ENSMUSG00000032171
chr9	78660	ENSMUSG00000032172	Olfm2	protein_coding	gene	ENSMUSG00000032172
chr9	45018	ENSMUSG00000004098	Col5a3	protein_coding	gene	ENSMUSG00000004098
chr9	7615	ENSMUSG00000053773	Rdh8	protein_coding	gene	ENSMUSG00000053773
chr9	5666	ENSMUSG00000038884	Shfl	protein_coding	gene	ENSMUSG00000038884
chr9	5920	ENSMUSG00000038742	Angptl6	protein_coding	gene	ENSMUSG00000038742
chr9	4004	ENSMUSG00000004100	Ppan	protein_coding	gene	ENSMUSG00000004100
chr9	4275	ENSMUSG00000070319	Eif3g	protein_coding	gene	ENSMUSG00000070319
chr9	52680	ENSMUSG00000004099	Dnmt1	protein_coding	gene	ENSMUSG00000004099
chr9	14421	ENSMUSG00000043895	S1pr2	protein_coding	gene	ENSMUSG00000043895
chr9	6102	ENSMUSG00000003299	Mrpl4	protein_coding	gene	ENSMUSG00000003299
chr9	12833	ENSMUSG00000037405	Icam1	protein_coding	gene	ENSMUSG00000037405
chr9	4051	ENSMUSG00000110790	Gm47079	lncRNA	gene	ENSMUSG00000110790
chr9	1223	ENSMUSG00000001014	Icam4	protein_coding	gene	ENSMUSG00000001014
chr9	6964	ENSMUSG00000032174	Icam5	protein_coding	gene	ENSMUSG00000032174
chr9	3493	ENSMUSG00000097535	Gm26592	lncRNA	gene	ENSMUSG00000097535
chr9	4701	ENSMUSG00000079681	Zglp1	protein_coding	gene	ENSMUSG00000079681
chr9	6095	ENSMUSG00000079677	Fdx2	protein_coding	gene	ENSMUSG00000079677
chr9	17851	ENSMUSG00000010205	Raver1	protein_coding	gene	ENSMUSG00000010205
chr9	36639	ENSMUSG00000086016	1700084C06Rik	lncRNA	gene	ENSMUSG00000086016
chr9	27176	ENSMUSG00000032175	Tyk2	protein_coding	gene	ENSMUSG00000032175
chr9	16761	ENSMUSG00000019471	Cdc37	protein_coding	gene	ENSMUSG00000019471
chr9	47535	ENSMUSG00000032177	Pde4a	protein_coding	gene	ENSMUSG00000032177
chr9	7793	ENSMUSG00000097439	Gm16754	lncRNA	gene	ENSMUSG00000097439
chr9	9632	ENSMUSG00000003308	Keap1	protein_coding	gene	ENSMUSG00000003308
chr9	5532	ENSMUSG00000045087	S1pr5	protein_coding	gene	ENSMUSG00000045087
chr9	12480	ENSMUSG00000002820	Atg4d	protein_coding	gene	ENSMUSG00000002820
chr9	14513	ENSMUSG00000035047	Kri1	protein_coding	gene	ENSMUSG00000035047
chr9	2998	ENSMUSG00000096472	Cdkn2d	protein_coding	gene	ENSMUSG00000096472
chr9	18063	ENSMUSG00000003309	Ap1m2	protein_coding	gene	ENSMUSG00000003309
chr9	2548	ENSMUSG00000111172	Gm39302	lncRNA	gene	ENSMUSG00000111172
chr9	34331	ENSMUSG00000057193	Slc44a2	protein_coding	gene	ENSMUSG00000057193
chr9	1789	ENSMUSG00000110915	Gm36198	lncRNA	gene	ENSMUSG00000110915
chr9	37491	ENSMUSG00000032178	Ilf3	protein_coding	gene	ENSMUSG00000032178
chr9	6479	ENSMUSG00000097665	Gm16853	lncRNA	gene	ENSMUSG00000097665
chr9	8438	ENSMUSG00000002825	Qtrt1	protein_coding	gene	ENSMUSG00000002825
chr9	82852	ENSMUSG00000033335	Dnm2	protein_coding	gene	ENSMUSG00000033335
chr9	143	ENSMUSG00000120848	Gm57035	lncRNA	gene	ENSMUSG00000120848
chr9	2700	ENSMUSG00000032180	Tmed1	protein_coding	gene	ENSMUSG00000032180
chr9	19158	ENSMUSG00000057191	AB124611	protein_coding	gene	ENSMUSG00000057191
chr9	45730	ENSMUSG00000032185	Carm1	protein_coding	gene	ENSMUSG00000032185
chr9	4147	ENSMUSG00000032182	Yipf2	protein_coding	gene	ENSMUSG00000032182
chr9	3249	ENSMUSG00000048429	Timm29	protein_coding	gene	ENSMUSG00000048429
chr9	88062	ENSMUSG00000032187	Smarca4	protein_coding	gene	ENSMUSG00000032187
chr9	5835	ENSMUSG00000097155	Gm26511	lncRNA	gene	ENSMUSG00000097155
chr9	26437	ENSMUSG00000032193	Ldlr	protein_coding	gene	ENSMUSG00000032193
chr9	4862	ENSMUSG00000074476	Spc24	protein_coding	gene	ENSMUSG00000074476
chr9	31961	ENSMUSG00000032194	Kank2	protein_coding	gene	ENSMUSG00000032194
chr9	52776	ENSMUSG00000032198	Dock6	protein_coding	gene	ENSMUSG00000032198
chr9	1838	ENSMUSG00000047822	Angptl8	protein_coding	gene	ENSMUSG00000047822
chr9	10702	ENSMUSG00000019066	Rab3d	protein_coding	gene	ENSMUSG00000019066
chr9	6549	ENSMUSG00000040883	Tmem205	protein_coding	gene	ENSMUSG00000040883
chr9	8402	ENSMUSG00000006241	Ccdc159	protein_coding	gene	ENSMUSG00000006241
chr9	11875	ENSMUSG00000040563	Plppr2	protein_coding	gene	ENSMUSG00000040563
chr9	2510	ENSMUSG00000051238	Swsap1	protein_coding	gene	ENSMUSG00000051238
chr9	4610	ENSMUSG00000006235	Epor	protein_coding	gene	ENSMUSG00000006235
chr9	20736	ENSMUSG00000040146	Rgl3	protein_coding	gene	ENSMUSG00000040146
chr9	12764	ENSMUSG00000039632	Odad3	protein_coding	gene	ENSMUSG00000039632
chr9	11417	ENSMUSG00000003402	Prkcsh	protein_coding	gene	ENSMUSG00000003402
chr9	37019	ENSMUSG00000003410	Elavl3	protein_coding	gene	ENSMUSG00000003410
chr9	15966	ENSMUSG00000038895	Zfp653	protein_coding	gene	ENSMUSG00000038895
chr9	15121	ENSMUSG00000096981	Gm16845	lncRNA	gene	ENSMUSG00000096981
chr9	13193	ENSMUSG00000066839	Ecsit	protein_coding	gene	ENSMUSG00000066839
chr9	10415	ENSMUSG00000001349	Cnn1	protein_coding	gene	ENSMUSG00000001349
chr9	4184	ENSMUSG00000013822	Elof1	protein_coding	gene	ENSMUSG00000013822
chr9	20429	ENSMUSG00000111856	6530413G14Rik	lncRNA	gene	ENSMUSG00000111856
chr9	8985	ENSMUSG00000001348	Acp5	protein_coding	gene	ENSMUSG00000001348
chr9	1513	ENSMUSG00000010607	Pigyl	protein_coding	gene	ENSMUSG00000010607
chr9	14034	ENSMUSG00000074472	Zfp872	protein_coding	gene	ENSMUSG00000074472
chr9	16898	ENSMUSG00000090925	1810064F22Rik	lncRNA	gene	ENSMUSG00000090925
chr9	17641	ENSMUSG00000057982	Zfp809	protein_coding	gene	ENSMUSG00000057982
chr9	12466	ENSMUSG00000062794	Zfp599	protein_coding	gene	ENSMUSG00000062794
chr9	3188	ENSMUSG00000111205	Gm39307	lncRNA	gene	ENSMUSG00000111205
chr9	30901	ENSMUSG00000066829	Zfp810	protein_coding	gene	ENSMUSG00000066829
chr9	57177	ENSMUSG00000036777	Anln	protein_coding	gene	ENSMUSG00000036777
chr9	1228	ENSMUSG00000111069	Gm48646	lncRNA	gene	ENSMUSG00000111069
chr9	58697	ENSMUSG00000032239	Rp9	protein_coding	gene	ENSMUSG00000032239
chr9	33169	ENSMUSG00000036411	9530077C05Rik	protein_coding	gene	ENSMUSG00000036411
chr9	412566	ENSMUSG00000035919	Bbs9	protein_coding	gene	ENSMUSG00000035919
chr9	262125	ENSMUSG00000031963	Bmper	protein_coding	gene	ENSMUSG00000031963
chr9	23241	ENSMUSG00000110848	Gm47663	lncRNA	gene	ENSMUSG00000110848
chr9	218403	ENSMUSG00000043659	Npsr1	protein_coding	gene	ENSMUSG00000043659
chr9	4119	ENSMUSG00000085969	Gm15600	lncRNA	gene	ENSMUSG00000085969
chr9	77053	ENSMUSG00000074465	Gm10701	lncRNA	gene	ENSMUSG00000074465
chr9	91365	ENSMUSG00000043067	Dpy19l1	protein_coding	gene	ENSMUSG00000043067
chr9	2137	ENSMUSG00000111365	Gm47772	lncRNA	gene	ENSMUSG00000111365
chr9	139247	ENSMUSG00000085576	Dpy19l2	protein_coding	gene	ENSMUSG00000085576
chr9	629	ENSMUSG00000047995	Cypt4	protein_coding	gene	ENSMUSG00000047995
chr9	56166	ENSMUSG00000031965	Tbx20	protein_coding	gene	ENSMUSG00000031965
chr9	29558	ENSMUSG00000111275	Gm29824	lncRNA	gene	ENSMUSG00000111275
chr9	24213	ENSMUSG00000111866	E130101E03Rik	lncRNA	gene	ENSMUSG00000111866
chr9	5550	ENSMUSG00000111751	Gm48256	lncRNA	gene	ENSMUSG00000111751
chr9	43689	ENSMUSG00000008429	Herpud2	protein_coding	gene	ENSMUSG00000008429
chr9	23576	ENSMUSG00000100002	Gm29642	lncRNA	gene	ENSMUSG00000100002
chr9	2136	ENSMUSG00000120169	9130004C02Rik	lncRNA	gene	ENSMUSG00000120169
chr9	56133	ENSMUSG00000001833	Septin7	protein_coding	gene	ENSMUSG00000001833
